player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out,rank,club
192,Quilindschy Hartman,DEF,Burnley,4.0,a,12.210090637140649,2.9781355407718206,2.9757637663363203,2.975479253243808,2.972609125135936,2.9763181062283,2.978094240845256,0.05,0.15,0.7439409415840801,10.0,Hartman,https://resources.premierleague.com/premierleague/photos/players/250x250/p494960.jpg.png,494960.jpg,BUR,0.5,373,161,18,BUR
474,Fabian Schär,DEF,Newcastle,5.5,a,1.064194444444443,3.0382026938271607,2.972410698492008,2.875538878495268,2.8731599369517085,3.037594470852164,3.038165735308738,0.05,0.05,0.5404383088167287,145.0,Schär,https://resources.premierleague.com/premierleague/photos/players/250x250/p119471.jpg.png,119471.jpg,NEW,2.6,3077,979,19,NEW
298,Reece Welch,DEF,Everton,4.0,a,2.7178259642823837e-14,3.04,2.9571967936070944,2.833868717848242,2.8321549426631547,3.040000000000001,3.0399603075240758,0.05,0.25,0.7392991984017736,11.5,Welch,https://resources.premierleague.com/premierleague/photos/players/250x250/p474907.jpg.png,474907.jpg,EVE,0.2,73,122,20,EVE
297,Roman Dixon,DEF,Everton,4.0,a,2.7178259642823837e-14,3.04,2.9571967936070944,2.833868717848242,2.8321549426631547,3.040000000000001,3.0399603075240758,0.05,0.25,0.7392991984017736,11.5,Dixon,https://resources.premierleague.com/premierleague/photos/players/250x250/p496178.jpg.png,496178.jpg,EVE,0.2,114,174,21,EVE
187,Kyle Walker,DEF,Burnley,4.5,a,12.869840637140644,2.9747928074384875,2.946489161066655,2.9048028105137025,2.903147397886084,2.9748748027688805,2.974745991395728,0.05,0.15,0.6547753691259233,67.0,Walker,https://resources.premierleague.com/premierleague/photos/players/250x250/p58621.jpg.png,58621.jpg,BUR,1.9,2454,1020,22,BUR
118,Jayden Meghoma,DEF,Brentford,4.0,a,1.5454304502782178e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Meghoma,https://resources.premierleague.com/premierleague/photos/players/250x250/p499717.jpg.png,499717.jpg,BRE,0.2,44,113,23,BRE
114,Benjamin Arthur,DEF,Brentford,4.0,a,1.5987211554602254e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Arthur,https://resources.premierleague.com/premierleague/photos/players/250x250/p622536.jpg.png,622536.jpg,BRE,0.3,201,176,24,BRE
117,Kim Ji-soo,DEF,Brentford,4.0,a,1.5454304502782178e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Ji-soo,https://resources.premierleague.com/premierleague/photos/players/250x250/p570241.jpg.png,570241.jpg,BRE,0.2,53,130,25,BRE
115,Benjamin Fredrick,DEF,Brentford,4.0,a,1.5454304502782178e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Fredrick,https://resources.premierleague.com/premierleague/photos/players/250x250/p612534.jpg.png,612534.jpg,BRE,0.2,86,119,26,BRE
116,Aaron Hickey,DEF,Brentford,4.0,a,1.5987211554602254e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Hickey,https://resources.premierleague.com/premierleague/photos/players/250x250/p472713.jpg.png,472713.jpg,BRE,0.5,226,192,27,BRE
40,Tyrone Mings,DEF,Aston Villa,4.5,a,73.5349043770643,2.9158077170520693,2.9331935595193777,2.9640296648207407,2.950083703512771,2.9180402326485364,2.9157739639663043,0.05,0.05,0.6518207910043061,68.0,Mings,https://resources.premierleague.com/premierleague/photos/players/250x250/p149484.jpg.png,149484.jpg,AVL,0.9,3544,512,28,AVL
37,Lucas Digne,DEF,Aston Villa,4.5,a,73.61273771039761,2.9156762652002177,2.933147258222641,2.964044520028751,2.9500927524862064,2.91797688805594,2.9156452424863706,0.05,0.05,0.6518105018272536,69.0,Digne,https://resources.premierleague.com/premierleague/photos/players/250x250/p101188.jpg.png,101188.jpg,AVL,1.9,2468,545,29,AVL
667,Adam Aznou,DEF,Everton,4.5,a,2.6645352591003763e-14,3.04,2.932850577142375,2.7726897099233287,2.7716028682644698,3.040000000000001,3.0399603075240758,0.05,0.25,0.6517445726983055,71.0,Aznou,https://resources.premierleague.com/premierleague/photos/players/250x250/p499300.jpg.png,499300.jpg,EVE,0.1,49,79,30,EVE
294,Séamus Coleman,DEF,Everton,4.5,a,2.6645352591003763e-14,3.04,2.932850577142375,2.7726897099233287,2.7716028682644698,3.040000000000001,3.0399603075240758,0.05,0.25,0.6517445726983055,71.0,Coleman,https://resources.premierleague.com/premierleague/photos/players/250x250/p59949.jpg.png,59949.jpg,EVE,0.2,111,101,31,EVE
295,Michael Keane,DEF,Everton,4.5,a,2.7178259642823837e-14,3.04,2.932850577142375,2.7726897099233287,2.7716028682644698,3.040000000000001,3.0399603075240758,0.05,0.25,0.6517445726983055,71.0,Keane,https://resources.premierleague.com/premierleague/photos/players/250x250/p106611.jpg.png,106611.jpg,EVE,0.4,160,180,32,EVE
110,Michael Kayode,DEF,Brentford,4.5,a,1.4921397450962105e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Kayode,https://resources.premierleague.com/premierleague/photos/players/250x250/p607464.jpg.png,607464.jpg,BRE,0.2,155,87,33,BRE
111,Ethan Pinnock,DEF,Brentford,4.5,a,1.4921397450962105e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Pinnock,https://resources.premierleague.com/premierleague/photos/players/250x250/p231065.jpg.png,231065.jpg,BRE,0.2,141,90,34,BRE
108,Kristoffer Ajer,DEF,Brentford,4.5,a,1.4921397450962105e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Ajer,https://resources.premierleague.com/premierleague/photos/players/250x250/p191866.jpg.png,191866.jpg,BRE,0.2,96,97,35,BRE
113,Sepp van den Berg,DEF,Brentford,4.5,a,1.5454304502782178e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Van den Berg,https://resources.premierleague.com/premierleague/photos/players/250x250/p444765.jpg.png,444765.jpg,BRE,0.4,247,230,36,BRE
112,Mads Roerslev Rasmussen,DEF,Brentford,4.5,a,1.4921397450962105e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Roerslev,https://resources.premierleague.com/premierleague/photos/players/250x250/p226956.jpg.png,226956.jpg,BRE,0.0,17,35,37,BRE
109,Rico Henry,DEF,Brentford,4.5,a,1.4921397450962105e-14,3.04,2.919692192734185,2.741209600534329,2.737288901384428,3.040000000000001,3.0399624617521623,0.05,0.15,0.6488204872742632,75.5,Henry,https://resources.premierleague.com/premierleague/photos/players/250x250/p194010.jpg.png,194010.jpg,BRE,0.2,82,89,38,BRE
293,Jake O'Brien,DEF,Everton,5.0,a,2.6645352591003763e-14,3.04,2.908504251994665,2.711510701998416,2.7110507938657844,3.040000000000001,3.0399597641091223,0.05,0.25,0.5817008503989329,132.0,O'Brien,https://resources.premierleague.com/premierleague/photos/players/250x250/p512462.jpg.png,512462.jpg,EVE,0.6,327,318,39,EVE
194,Jordan Beyer,DEF,Burnley,4.0,a,1.5454304502782178e-14,3.04,2.901933292614124,2.695819628194087,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Jordan,https://resources.premierleague.com/premierleague/photos/players/250x250/p241231.jpg.png,241231.jpg,BUR,0.2,76,139,40,BUR
678,Arthur Masuaku,DEF,Sunderland,4.0,a,2.7711166694643907e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Masuaku,https://resources.premierleague.com/premierleague/photos/players/250x250/p105717.jpg.png,105717.jpg,SUN,0.7,1142,353,41,SUN
195,Lucas Pires Silva,DEF,Burnley,4.0,a,1.5454304502782178e-14,3.04,2.901933292614124,2.695819628194087,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Lucas Pires,https://resources.premierleague.com/premierleague/photos/players/250x250/p549329.jpg.png,549329.jpg,BUR,0.2,52,102,42,BUR
540,Timothée Pembélé,DEF,Sunderland,4.0,a,2.7178259642823837e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Pembele,https://resources.premierleague.com/premierleague/photos/players/250x250/p465702.jpg.png,465702.jpg,SUN,0.2,67,135,43,SUN
537,Niall Huggins,DEF,Sunderland,4.0,a,2.7178259642823837e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Huggins,https://resources.premierleague.com/premierleague/photos/players/250x250/p492066.jpg.png,492066.jpg,SUN,0.2,64,132,44,SUN
538,Zak Johnson,DEF,Sunderland,4.0,a,2.7178259642823837e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Johnson,https://resources.premierleague.com/premierleague/photos/players/250x250/p514613.jpg.png,514613.jpg,SUN,0.2,88,147,45,SUN
196,Shurandy Sambo,DEF,Burnley,4.0,a,1.5454304502782178e-14,3.04,2.901933292614124,2.695819628194087,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Sambo,https://resources.premierleague.com/premierleague/photos/players/250x250/p450072.jpg.png,450072.jpg,BUR,0.1,37,111,46,BUR
188,Hannes Delcroix,DEF,Burnley,4.0,a,1.5987211554602254e-14,3.04,2.901933292614124,2.695819628194087,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Delcroix,https://resources.premierleague.com/premierleague/photos/players/250x250/p247245.jpg.png,247245.jpg,BUR,0.3,227,188,47,BUR
534,Joe Anderson,DEF,Sunderland,4.0,a,2.7711166694643907e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Anderson,https://resources.premierleague.com/premierleague/photos/players/250x250/p232820.jpg.png,232820.jpg,SUN,0.5,216,246,48,SUN
199,Joe Worrall,DEF,Burnley,4.0,a,1.5987211554602254e-14,3.04,2.901933292614124,2.695819628194087,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Worrall,https://resources.premierleague.com/premierleague/photos/players/250x250/p208912.jpg.png,208912.jpg,BUR,0.1,45,116,49,BUR
683,Omar Alderete,DEF,Sunderland,4.0,a,2.7711166694643907e-14,3.04,2.901933292614124,2.695819628194088,2.693887414445152,3.040000000000001,3.039959420431376,0.05,0.15,0.7254833231535309,23.0,Alderete,https://resources.premierleague.com/premierleague/photos/players/250x250/p201895.jpg.png,201895.jpg,SUN,0.8,1830,543,50,SUN
